SalesID,YearMade,ModelID,MachineHoursCurrentMeter,ProductSize,state,Transmission,Turbocharged,Engine_Horsepower,PredictedPrice
4323998,2004,22154,6757.0,1,13,4,0,0,31750.0
4323999,2003,1894,0.0,1,21,4,0,0,40833.333333333336
4324005,2003,1894,0.0,1,21,4,0,0,40833.333333333336
4324088,2005,22156,4832.0,1,38,4,0,0,31750.0
4324097,2005,22155,859.0,1,38,4,0,0,31750.0
4324107,2005,11399,1227.0,1,21,4,0,0,31750.0
4324158,2005,11399,180.0,1,13,4,0,0,31750.0
4324159,2005,11399,7601.0,1,21,4,0,0,31750.0
4324162,2005,22155,1943.0,1,2,4,0,0,31750.0
4324180,2005,11399,180.0,1,13,4,0,0,31750.0
4324207,2006,22155,3940.0,1,7,4,0,0,31750.0
4324213,2006,22155,0.0,1,7,4,0,0,40833.333333333336
4324214,2006,22156,3734.0,1,2,4,0,0,31750.0
4324221,2006,11399,2792.0,1,21,4,0,0,31750.0
4324242,2007,11398,3055.0,1,2,4,0,0,31750.0
4324243,2007,22155,3970.0,1,8,4,0,0,31750.0
4324249,2006,11399,3146.0,1,7,4,0,0,31750.0
4324283,2008,11399,1730.0,1,21,4,0,0,31750.0
4324298,2010,22156,371.0,1,2,4,0,0,31750.0
4324340,2001,22160,4989.0,2,2,4,0,0,31750.0
4324377,2002,1910,7805.0,2,2,4,0,0,31750.0
4324378,2003,22160,5707.0,2,13,4,0,0,31750.0
4324442,2005,11402,2436.0,2,2,4,0,0,31750.0
4324498,2006,22162,1268.0,2,2,4,0,0,31750.0
4324565,1984,4792,5283.0,1,18,4,1,0,31750.0
4324629,1996,4794,3734.0,1,2,4,1,0,31750.0
4324653,1999,4794,0.0,1,19,4,1,0,40833.333333333336
4324657,2000,4794,4450.0,1,2,4,1,0,31750.0
4324663,2001,4794,0.0,1,2,4,1,0,49750.0
4324670,1993,4794,6691.0,1,38,4,1,0,31750.0
4324682,1995,4794,9465.0,1,18,4,1,0,31750.0
4324721,1999,4794,1404.0,1,18,4,1,0,31750.0
4324724,1999,4794,1404.0,1,18,4,1,0,31750.0
4324772,2004,14409,1668.0,1,18,4,1,0,31750.0
4324788,2005,14409,2267.0,1,19,4,1,0,31750.0
4324795,2004,14409,5944.0,1,31,4,1,0,31750.0
4324824,1988,1918,5377.0,2,17,4,0,0,31750.0
4324832,1989,1918,4399.0,2,21,4,0,0,31750.0
4324833,1989,1918,4399.0,2,21,4,0,0,31750.0
4324838,1990,4805,0.0,2,18,4,0,0,75166.66666666667
4324846,2003,11405,11515.0,2,2,4,0,0,31750.0
4324916,1999,22172,5132.0,2,1,4,0,0,31750.0
4324929,1999,1920,10292.0,2,13,4,0,0,31750.0
4324932,1999,1920,10292.0,2,13,4,0,0,31750.0
4324940,2000,22173,11490.0,2,7,4,0,0,31750.0
4324941,2000,22173,11490.0,2,7,4,0,0,31750.0
4325006,2004,22172,8668.0,2,3,4,0,0,31750.0
4325007,2004,22174,10694.0,2,7,4,0,0,31750.0
4325012,2004,22172,8668.0,2,3,4,0,0,31750.0
4325013,2004,22174,10694.0,2,7,4,0,0,31750.0
4325036,2005,1920,0.0,2,13,4,0,0,75166.66666666667
4325055,2005,22179,4146.0,2,2,4,0,0,31750.0
4325057,2005,22179,7528.0,2,7,4,0,0,31750.0
4325062,2005,22179,7528.0,2,7,4,0,0,31750.0
4325071,2006,22179,9822.0,2,2,4,0,0,31750.0
4325099,2007,22179,2823.0,2,2,4,0,0,31750.0
4325100,2007,22179,2823.0,2,2,4,0,0,31750.0
4325110,2006,22179,4698.0,2,7,4,0,0,31750.0
4325123,2008,22179,5127.0,2,1,4,0,0,31750.0
4325124,2008,22179,5127.0,2,1,4,0,0,31750.0
4325208,1987,4840,9540.0,2,17,4,0,0,31750.0
4325220,1988,4840,6588.0,2,2,4,0,0,31750.0
4325253,1996,4841,7362.0,2,2,4,0,0,31750.0
4325293,1999,24622,9165.0,2,2,4,0,0,31750.0
4325311,2000,24622,8802.0,2,30,4,0,0,31750.0
4325332,2003,1948,3851.0,2,2,4,0,0,31750.0
4325334,2003,1948,3851.0,2,2,4,0,0,31750.0
4325343,2004,24622,5481.0,2,21,4,0,0,31750.0
4325346,2004,24622,5481.0,2,21,4,0,0,31750.0
4325348,2003,24515,3226.0,2,17,4,0,0,31750.0
4325372,2005,24516,7608.0,2,7,4,0,0,31750.0
4325375,2005,24516,7608.0,2,7,4,0,0,31750.0
4325422,2006,24625,9659.0,2,2,4,0,0,31750.0
4325426,2006,24625,9659.0,2,2,4,0,0,31750.0
4325483,2006,24520,16004.0,2,2,4,0,0,31750.0
4325484,2006,24520,16004.0,2,2,4,0,0,31750.0
4325605,2008,14304,1639.0,1,7,4,1,0,31750.0
4325612,2005,11394,1897.0,1,7,4,0,0,31750.0
4325613,2005,11394,1897.0,1,7,4,0,0,31750.0
4325845,1984,4638,1248.0,1,2,4,1,0,31750.0
4325853,1990,4639,1885.0,1,17,4,1,0,31750.0
4325877,1994,4578,5017.0,1,19,4,1,0,31750.0
4325878,1994,4578,5017.0,1,19,4,1,0,31750.0
4325893,2007,4579,1409.0,6,19,0,0,0,31750.0
4325894,2007,4579,1409.0,6,19,0,0,0,31750.0
4325906,1997,4604,6847.0,1,7,4,1,0,31750.0
4325907,1997,4604,6847.0,1,7,4,1,0,31750.0
4325932,1997,4606,5901.0,1,7,4,1,0,31750.0
4325933,1997,4606,5901.0,1,7,4,1,0,31750.0
4325936,1998,4606,4986.0,1,7,4,1,0,31750.0
4325937,1998,4606,4986.0,1,7,4,1,0,31750.0
4326000,2001,1893,11145.0,1,2,4,0,0,31750.0
4326001,2001,1893,11145.0,1,2,4,0,0,31750.0
4326019,1985,4792,4555.0,1,18,4,1,0,31750.0
4326050,2007,4579,970.0,6,19,0,0,0,31750.0
4326051,2007,4579,970.0,6,19,0,0,0,31750.0
4326145,1000,1939,10375.0,0,18,0,0,0,31750.0
4326160,1000,1939,10375.0,0,18,0,0,0,31750.0
4326188,1000,26284,2794.0,1,2,1,0,1,31750.0
4326297,1990,26212,0.0,2,29,0,0,0,25750.0
4326324,1998,11419,5377.0,2,7,4,0,0,31750.0
4326334,1988,11420,0.0,2,7,4,0,0,75166.66666666667
4326337,2001,11420,5264.0,2,2,4,0,0,31750.0
4326350,1975,4879,0.0,2,5,4,0,0,75166.66666666667
4326358,1998,11420,6489.0,2,2,4,0,0,31750.0
4326365,1978,4888,6594.0,5,2,4,0,0,31750.0
4326366,1977,4888,6281.0,5,2,4,0,0,31750.0
4326426,1974,4895,0.0,1,29,4,0,0,40833.333333333336
4326427,1974,4895,0.0,1,29,4,0,0,40833.333333333336
4326446,1992,4896,0.0,1,26,4,0,0,40833.333333333336
4326455,1990,4896,0.0,1,8,4,0,0,40833.333333333336
4326460,1991,4896,6264.0,1,8,4,0,0,31750.0
4326522,1999,4893,8379.0,1,7,4,0,0,31750.0
4326523,1999,4893,8379.0,1,7,4,0,0,31750.0
4326535,1995,4897,0.0,1,2,4,0,0,49750.0
4326541,1995,4897,4866.0,1,7,4,0,0,31750.0
4326542,1995,4897,4866.0,1,7,4,0,0,31750.0
4326550,1994,4899,0.0,1,2,4,0,0,49750.0
4326552,1994,4899,5503.0,1,8,4,0,0,31750.0
4326586,1000,4897,4493.0,1,32,4,0,0,31750.0
4326637,1994,26225,0.0,1,7,1,0,1,60416.666666666664
4326645,1993,26225,7914.0,1,7,1,0,1,31750.0
4326646,1993,26225,7914.0,1,7,1,0,1,31750.0
4326668,1000,26284,0.0,1,2,1,0,1,64250.0
4326669,1000,26284,0.0,1,2,1,0,1,64250.0
4329657,1000,11540,0.0,1,7,1,0,1,60416.666666666664
4329825,1000,8560,7283.0,1,7,1,0,1,31750.0
4329839,2003,4970,2115.0,1,2,1,0,1,31750.0
4329880,1995,4970,3103.0,1,5,1,0,1,31750.0
4329883,1999,4970,3611.0,1,7,1,0,1,31750.0
4329899,1996,4970,0.0,1,10,1,0,1,60416.666666666664
4329902,1998,4970,2889.0,1,7,1,0,1,31750.0
4330024,1000,11540,0.0,1,7,1,0,1,60416.666666666664
4330047,1989,8571,12541.0,2,1,0,0,0,31750.0
4330223,1989,4989,0.0,1,2,4,1,0,49750.0
4330224,1989,4989,0.0,1,2,4,1,0,49750.0
4331929,1000,4995,4174.0,1,21,4,1,0,31750.0
4331930,1000,4995,4174.0,1,21,4,1,0,31750.0
4331967,1990,4989,8258.0,1,26,4,1,0,31750.0
4332053,1994,4995,3093.0,1,38,4,1,0,31750.0
4332054,1994,4995,3093.0,1,38,4,1,0,31750.0
4332061,1996,4990,0.0,1,32,4,1,0,40833.333333333336
4332275,1987,4988,0.0,1,39,4,1,0,40833.333333333336
4332298,1988,4988,0.0,1,26,4,1,0,40833.333333333336
4332741,1987,5054,0.0,1,13,1,0,1,60416.666666666664
4332772,1987,8651,11046.0,1,7,1,0,1,31750.0
4332784,1974,5060,1163.0,1,2,1,0,1,31750.0
4332820,1000,14836,0.0,1,2,1,0,1,64250.0
4332821,1000,14836,0.0,1,2,1,0,1,64250.0
4332849,1000,8649,87.0,1,31,1,0,1,36750.0
4333218,1996,11633,2699.0,4,18,0,0,0,31750.0
4333219,1993,11633,4942.0,4,8,0,0,0,31750.0
4333220,1993,11633,4942.0,4,8,0,0,0,31750.0
4333365,1992,11585,0.0,3,2,0,0,0,32750.0
4333366,1992,11585,0.0,3,2,0,0,0,32750.0
4333368,1993,11585,4311.0,3,13,0,0,0,31750.0
4333498,1995,8714,4181.0,3,30,0,0,0,31750.0
4333602,1000,2798,10796.0,3,18,0,0,0,31750.0
4333605,1000,2798,10796.0,3,18,0,0,0,31750.0
4333656,1994,15044,0.0,0,31,0,0,0,58750.0
4333657,1995,15044,8267.0,0,2,0,0,0,31750.0
4333741,1998,11596,9214.0,0,2,0,0,0,31750.0
4333747,2001,11596,2616.0,0,38,0,0,0,31750.0
4333814,1990,8719,0.0,0,13,0,0,0,58750.0
4333823,1993,1992,2303.0,0,29,0,0,0,31750.0
4333828,1000,2800,11070.0,0,32,0,0,0,31750.0
4333831,1000,2800,7742.0,0,2,0,0,0,31750.0
4333864,1996,11601,9168.0,0,2,0,0,0,31750.0
4333905,2002,11608,12067.0,0,40,0,0,0,31750.0
4333943,1994,11614,4091.0,0,2,0,0,0,31750.0
4333949,1994,11614,7572.0,0,19,0,0,0,31750.0
4333979,1995,1991,14348.0,0,2,0,0,0,31750.0
4334011,1996,1991,13786.0,0,18,0,0,0,31750.0
4334104,1994,15117,12894.0,0,18,0,0,0,31750.0
4334156,1998,2801,13384.0,0,13,0,0,0,31750.0
4334216,1999,2801,13834.0,0,13,0,0,0,31750.0
4334217,2000,2801,11433.0,0,2,0,0,0,31750.0
4334218,2000,2801,11433.0,0,2,0,0,0,31750.0
4334285,1992,8712,16881.0,0,31,0,0,0,31750.0
4334297,1996,2802,10303.0,0,2,0,0,0,31750.0
4334298,1996,2802,10303.0,0,2,0,0,0,31750.0
4334320,2000,15161,13382.0,0,31,0,0,0,31750.0
4334359,1998,22979,11134.0,0,1,0,0,0,31750.0
4334446,2004,22963,0.0,4,2,0,0,0,32750.0
4334642,2000,15131,4375.0,4,40,0,0,0,31750.0
4334651,2001,15164,9685.0,4,7,0,0,0,31750.0
4334680,1000,25695,5395.0,4,5,0,0,0,31750.0
4334681,1000,25695,5395.0,4,5,0,0,0,31750.0
4334717,1000,25359,6719.0,3,2,0,0,0,31750.0
4334718,1000,25359,6719.0,3,2,0,0,0,31750.0
4334898,1999,11618,11185.0,0,2,0,0,0,31750.0
4334910,1999,11620,8809.0,0,18,0,0,0,31750.0
4335005,1993,11582,0.0,1,8,4,0,0,40833.333333333336
4335006,1993,11582,0.0,1,8,4,0,0,40833.333333333336
4335093,2001,11596,8939.0,0,2,0,0,0,31750.0
4335094,2001,11596,11384.0,0,13,0,0,0,31750.0
4335095,1999,11596,8918.0,0,2,0,0,0,31750.0
4335123,2000,11605,14310.0,0,7,0,0,0,31750.0
4335168,2005,15261,7798.0,0,8,0,0,0,31750.0
4335216,2006,15282,4722.0,0,29,0,0,0,31750.0
4335220,2006,15282,4722.0,0,29,0,0,0,31750.0
4335275,2004,15302,6091.0,0,7,0,0,0,31750.0
4335280,2004,15302,6091.0,0,7,0,0,0,31750.0
4335418,2006,15246,4031.0,3,2,0,0,0,31750.0
4335434,2005,15328,7046.0,0,2,0,0,0,31750.0
4335448,2005,15250,4356.0,3,7,0,0,0,31750.0
4335449,2005,15250,4356.0,3,7,0,0,0,31750.0
4335470,2006,15261,3550.0,0,21,0,0,0,31750.0
4335476,2006,15261,8807.0,0,4,0,0,0,31750.0
4335479,2006,15261,3550.0,0,21,0,0,0,31750.0
4335521,2005,15310,2953.0,0,7,0,0,0,31750.0
4335606,2005,15248,3659.0,3,28,0,0,0,31750.0
4335607,2005,15248,3659.0,3,28,0,0,0,31750.0
4335618,2008,15251,4012.0,3,13,0,0,0,31750.0
4335683,2006,15303,7794.0,0,8,0,0,0,31750.0
4335684,2007,15303,3290.0,0,10,0,0,0,31750.0
4335862,2005,15328,10408.0,0,7,0,0,0,31750.0
4335894,2004,15328,10739.0,0,2,0,0,0,31750.0
4335899,2004,15328,11705.0,0,7,0,0,0,31750.0
4335913,2004,15328,10534.0,0,7,0,0,0,31750.0
4335928,2004,15337,11714.0,0,2,0,0,0,31750.0
4336092,2005,11656,4236.0,0,7,0,0,0,31750.0
4336097,2001,15273,6881.0,0,2,0,0,0,31750.0
4336098,2001,15273,6881.0,0,2,0,0,0,31750.0
4336130,2004,15302,9238.0,0,7,0,0,0,31750.0
4336131,2004,15302,9238.0,0,7,0,0,0,31750.0
4336134,2002,15310,13030.0,0,7,0,0,0,31750.0
4336135,2002,15310,13030.0,0,7,0,0,0,31750.0
4336160,2005,15310,5595.0,0,31,0,0,0,31750.0
4336167,2004,15310,9570.0,0,5,0,0,0,31750.0
4336193,2002,15310,12193.0,0,2,0,0,0,31750.0
4336541,2004,25596,3356.0,3,7,0,0,0,31750.0
4336547,2003,15246,6233.0,3,7,0,0,0,31750.0
4336974,2004,25669,0.0,4,2,0,0,0,32750.0
4337030,1996,2801,3927.0,0,18,0,0,0,31750.0
4337031,1996,2801,3927.0,0,18,0,0,0,31750.0
4337151,1985,15384,5526.0,1,29,1,0,1,31750.0
4337152,1985,15384,5526.0,1,29,1,0,1,31750.0
4337849,1997,15657,12556.0,0,18,0,0,0,31750.0
4337868,1994,15657,0.0,0,18,0,0,0,58750.0
4337994,1998,11742,0.0,0,7,0,0,0,58750.0
4338112,1995,15479,2243.0,2,2,0,0,0,31750.0
4338154,2005,15473,2392.0,2,10,0,0,0,31750.0
4338162,1998,15473,9712.0,2,31,0,0,0,31750.0
4338209,1999,15448,17531.0,1,18,0,0,0,31750.0
4338263,2006,15468,5399.0,2,2,0,0,0,31750.0
4338264,2006,15468,5399.0,2,2,0,0,0,31750.0
4338405,2006,15516,1288.0,3,21,0,0,0,31750.0
4338583,2004,15582,5087.0,0,2,0,0,0,31750.0
4338584,2004,15582,5087.0,0,2,0,0,0,31750.0
4338598,2004,15700,6447.0,0,2,0,0,0,31750.0
4338608,2004,15700,6447.0,0,2,0,0,0,31750.0
4338629,2007,15700,4108.0,0,2,0,0,0,31750.0
4338631,2007,15700,4108.0,0,2,0,0,0,31750.0
4338721,1992,15569,0.0,3,2,0,0,0,32750.0
4338722,1992,15569,0.0,3,2,0,0,0,32750.0
4339027,2006,37197,0.0,6,2,0,0,0,32750.0
4339028,2006,37197,0.0,6,2,0,0,0,32750.0
4346662,1999,8867,7755.0,0,2,0,0,0,31750.0
4347160,2007,24988,551.0,1,32,4,1,0,31750.0
4347226,1994,8850,7617.0,1,30,4,1,0,31750.0
4347409,1994,11792,6517.0,1,13,4,1,0,31750.0
4347765,2005,24808,604.0,1,18,4,1,0,31750.0
4347767,2005,24808,604.0,1,18,4,1,0,31750.0
4347959,2007,24767,913.0,4,2,0,0,0,31750.0
4349154,2006,24765,1268.0,4,2,0,0,0,31750.0
4349181,2010,8861,0.0,4,10,0,0,0,32750.0
4349183,2010,8861,0.0,4,10,0,0,0,32750.0
4349204,2005,15960,4029.0,4,2,0,0,0,31750.0
4349220,2006,15961,936.0,4,7,0,0,0,31750.0
4349222,2005,24768,1315.0,4,32,0,0,0,31750.0
4349304,2006,15964,788.0,4,18,0,0,0,31750.0
4349305,2006,15964,788.0,4,18,0,0,0,31750.0
4349373,2001,8844,828.0,1,38,0,0,0,31750.0
4349452,1000,16022,0.0,1,19,0,0,0,55250.0
4349453,1000,16022,0.0,1,19,0,0,0,55250.0
4349596,1996,15876,5693.0,1,31,4,1,0,31750.0
4349624,2000,24808,1964.0,1,7,4,1,0,31750.0
4349682,2003,24808,0.0,1,2,4,1,0,49750.0
4349742,2004,24808,0.0,1,2,4,1,0,49750.0
4349818,2005,24808,0.0,1,2,4,1,0,49750.0
4349820,2005,24808,0.0,1,2,4,1,0,49750.0
4349828,2006,8850,0.0,1,7,4,1,0,40833.333333333336
4349877,2006,24808,1555.0,1,2,4,1,0,31750.0
4349884,2006,8850,0.0,1,7,4,1,0,40833.333333333336
4349894,2006,24808,0.0,1,32,4,1,0,40833.333333333336
4349908,2007,8851,1578.0,1,2,4,1,0,31750.0
4349942,2006,8850,2225.0,1,7,4,1,0,31750.0
4349950,1997,11793,0.0,1,32,4,1,0,40833.333333333336
4349954,1998,11793,0.0,1,32,4,1,0,40833.333333333336
4349963,1998,11793,3498.0,1,18,4,1,0,31750.0
4349964,1998,11793,4676.0,1,2,4,1,0,31750.0
4350047,2001,24817,0.0,1,2,4,1,0,49750.0
4350411,1998,24715,0.0,1,38,0,0,0,55250.0
4351903,2005,8865,2365.0,3,13,0,0,0,31750.0
4351978,2004,2086,0.0,0,2,0,0,0,57083.333333333336
4351999,2005,2086,5861.0,0,2,0,0,0,31750.0
4352010,2004,15998,8863.0,0,2,0,0,0,31750.0
4352058,2000,8865,4262.0,3,2,0,0,0,31750.0
4352096,2000,15991,6814.0,0,2,0,0,0,31750.0
4352097,2000,15991,6814.0,0,2,0,0,0,31750.0
4352102,2000,15998,4879.0,0,7,0,0,0,31750.0
4352103,2000,15998,4879.0,0,7,0,0,0,31750.0
4352125,2005,16017,0.0,1,13,4,1,0,40833.333333333336
4352126,2005,16017,0.0,1,13,4,1,0,40833.333333333336
4352179,1994,8850,0.0,1,4,4,1,0,40833.333333333336
4352180,1000,8850,1349.0,1,7,4,1,0,31750.0
4352186,1994,8850,3067.0,1,13,4,1,0,31750.0
4352393,2005,16151,8327.0,2,2,0,0,0,31750.0
4352394,2005,16151,8327.0,2,2,0,0,0,31750.0
4352427,2005,16122,2575.0,1,2,0,0,0,31750.0
4352485,2004,16131,6328.0,1,2,0,0,0,31750.0
4352486,2002,16131,16127.0,1,18,0,0,0,31750.0
4352487,2002,16131,16127.0,1,18,0,0,0,31750.0
4352556,2005,16137,4654.0,2,2,0,0,0,31750.0
4352571,1994,11824,6564.0,2,18,0,0,0,31750.0
4352584,1997,11825,8798.0,2,18,0,0,0,31750.0
4352585,1998,11825,0.0,2,13,0,0,0,25750.0
4352592,1997,11825,8798.0,2,18,0,0,0,31750.0
4352605,2004,16145,7684.0,2,31,0,0,0,31750.0
4352638,2004,16151,7530.0,2,31,0,0,0,31750.0
4352652,2004,16157,15507.0,2,13,0,0,0,31750.0
4352677,2002,11830,7158.0,2,31,0,0,0,31750.0
4352678,2000,11830,11033.0,2,2,0,0,0,31750.0
4352702,2005,16157,10622.0,2,7,0,0,0,31750.0
4352725,2006,16163,9055.0,2,2,0,0,0,31750.0
4352751,2000,11833,14093.0,2,5,0,0,0,31750.0
4352782,2005,16163,5826.0,2,13,0,0,0,31750.0
4352792,1997,11818,16825.0,1,18,0,0,0,31750.0
4352948,2001,26126,8726.0,0,7,0,0,0,31750.0
4352963,2000,2153,12005.0,0,2,0,0,0,31750.0
4352975,2006,2153,3122.0,0,2,0,0,0,31750.0
4352998,1996,16271,8120.0,0,5,0,0,0,31750.0
4353000,1996,16270,8772.0,0,2,0,0,0,31750.0
4353057,2006,16190,3948.0,3,13,0,0,0,31750.0
4353081,2002,2151,6840.0,0,2,0,0,0,31750.0
4353107,2003,2151,8453.0,0,2,0,0,0,31750.0
4353160,2005,2151,3702.0,0,7,0,0,0,31750.0
4353162,2004,2151,8221.0,0,7,0,0,0,31750.0
4353165,2004,2151,8221.0,0,7,0,0,0,31750.0
4353169,2005,2151,3055.0,0,7,0,0,0,31750.0
4353234,1995,16263,4751.0,0,5,0,0,0,31750.0
4353236,1995,16263,4751.0,0,5,0,0,0,31750.0
4353243,1997,2147,6749.0,0,2,0,0,0,31750.0
4353265,1986,11857,6511.0,4,8,0,0,0,31750.0
4353266,1986,11857,6511.0,4,8,0,0,0,31750.0
4353292,1983,8899,0.0,0,7,0,0,0,58750.0
4353530,2002,2144,6558.0,0,10,0,0,0,31750.0
4353531,2002,2144,6558.0,0,10,0,0,0,31750.0
4353550,2005,2144,5720.0,0,18,0,0,0,31750.0
4353608,2000,2160,8009.0,0,2,0,0,0,31750.0
4353686,2006,2160,5993.0,0,17,0,0,0,31750.0
4353691,2006,2160,4307.0,0,7,0,0,0,31750.0
4353698,2006,2160,0.0,0,2,0,0,0,57083.333333333336
4353700,2005,2160,2300.0,0,21,0,0,0,31750.0
4353724,2008,16280,0.0,0,7,0,0,0,58750.0
4353842,2003,26180,8215.0,3,3,0,0,0,31750.0
4353984,2001,2140,5149.0,3,38,0,0,0,31750.0
4353986,2002,2140,0.0,3,13,0,0,0,32750.0
4353988,2001,2140,5149.0,3,38,0,0,0,31750.0
4353989,2002,2140,0.0,3,13,0,0,0,32750.0
4354023,1997,16251,5855.0,3,2,0,0,0,31750.0
4354030,1997,16251,5860.0,3,32,0,0,0,31750.0
4354083,1999,11861,0.0,3,2,0,0,0,32750.0
4354110,1996,2134,4334.0,3,21,0,0,0,31750.0
4354111,1996,2134,4334.0,3,21,0,0,0,31750.0
4354141,2000,2144,8395.0,0,2,0,0,0,31750.0
4354237,1999,2144,7305.0,0,17,0,0,0,31750.0
4354249,2005,2144,2910.0,0,2,0,0,0,31750.0
4354264,2007,8930,3452.0,0,21,0,0,0,31750.0
4354265,2007,2144,4010.0,0,2,0,0,0,31750.0
4354326,1998,16259,584.0,0,10,0,0,0,31750.0
4354327,1997,11862,0.0,0,7,0,0,0,58750.0
4354334,1997,11862,0.0,0,7,0,0,0,58750.0
4354340,1993,16258,8084.0,0,32,0,0,0,31750.0
4354341,1999,16259,8769.0,0,3,0,0,0,31750.0
4354342,1999,16259,0.0,0,5,0,0,0,58750.0
4354346,1998,16259,584.0,0,10,0,0,0,31750.0
4354348,1999,16259,8769.0,0,3,0,0,0,31750.0
4354350,1999,16259,0.0,0,5,0,0,0,58750.0
4354445,2006,2165,6000.0,0,7,0,0,0,31750.0
4354522,2003,2150,8709.0,0,2,0,0,0,31750.0
4354786,2000,2249,5499.0,0,19,0,0,0,31750.0
4354805,2006,16673,5608.0,1,2,0,0,0,31750.0
4354806,2006,16673,5608.0,1,2,0,0,0,31750.0
4354833,1996,9042,2172.0,3,35,0,0,0,31750.0
4355478,2000,658,6964.0,1,2,4,1,0,31750.0
4355533,2000,663,4224.0,1,39,4,1,0,31750.0
4355714,1999,422,11555.0,0,1,0,0,0,31750.0
4355904,1995,5331,0.0,1,2,0,0,0,58750.0
4356025,1999,23702,208.0,1,2,1,0,1,31750.0
4356028,1999,23702,208.0,1,2,1,0,1,31750.0
4356264,2001,424,6521.0,0,7,0,0,0,31750.0
4356309,1993,9060,5595.0,4,8,0,0,0,31750.0
4356583,2004,16646,1041.0,1,7,0,0,0,31750.0
4356594,2004,28711,1243.0,1,2,0,0,0,31750.0
4356597,2002,28711,1110.0,1,2,0,0,0,31750.0
4356659,1985,187,3932.0,1,32,4,0,0,31750.0
4356681,2003,28593,13310.0,0,13,0,0,0,31750.0
4356683,1994,5357,3248.0,4,18,0,0,0,31750.0
4356843,1997,22650,1916.0,1,32,4,0,0,31750.0
4356844,1997,22650,1916.0,1,32,4,0,0,31750.0
4356852,1999,198,3804.0,1,10,4,0,0,31750.0
4356905,1999,5269,4245.0,1,17,4,0,0,31750.0
4356974,1996,27013,5721.0,1,7,4,0,0,31750.0
4356975,1978,263,0.0,5,29,4,0,0,49916.666666666664
4356983,1985,5289,0.0,5,38,4,0,0,49916.666666666664
4357263,2005,22646,2415.0,1,32,1,0,0,31750.0
4357674,1994,368,0.0,0,8,0,0,0,58750.0
4357680,2005,619,5642.0,2,2,0,0,0,31750.0
4357715,2007,16705,11320.0,2,7,0,0,0,31750.0
4357716,1998,5246,6290.0,5,29,0,0,0,31750.0
4357736,2005,16691,6155.0,2,1,0,0,0,31750.0
4357933,2006,16662,18136.0,1,21,0,0,0,31750.0
4358162,1995,28564,0.0,0,10,0,0,0,58750.0
4358165,1995,28564,0.0,0,10,0,0,0,58750.0
4358172,2005,23618,8932.0,2,2,0,0,0,31750.0
4358173,2005,23618,8932.0,2,2,0,0,0,31750.0
4358369,2004,9133,2866.0,1,17,0,0,0,31750.0
4358378,1994,634,11369.0,2,10,0,0,0,31750.0
4358379,1989,9120,0.0,2,18,0,0,0,25750.0
4358380,2004,16746,3117.0,1,2,0,0,0,31750.0
4358564,1999,9120,25443.0,2,38,0,0,0,31750.0
4358577,1996,12006,11828.0,2,39,0,0,0,31750.0
4358603,1996,12006,0.0,2,31,0,0,0,25750.0
4358604,2004,23806,11297.0,2,2,0,0,0,31750.0
4358659,1990,2231,0.0,0,7,0,0,0,58750.0
4358752,1997,617,18622.0,2,7,0,0,0,31750.0
4358753,1998,617,0.0,2,19,0,0,0,25750.0
4358756,2006,12004,9241.0,2,2,0,0,0,31750.0
4358828,1996,5401,8146.0,2,18,0,0,0,31750.0
4358829,1994,590,0.0,1,2,0,0,0,58750.0
4358840,1996,5401,8146.0,2,18,0,0,0,31750.0
4358844,1994,590,13448.0,1,25,0,0,0,31750.0
4359136,2004,23810,7185.0,2,2,0,0,0,31750.0
4359148,1997,9124,18595.0,2,8,0,0,0,31750.0
4359153,1998,9124,3908.0,2,28,0,0,0,31750.0
4359154,1997,9124,15041.0,2,7,0,0,0,31750.0
4359831,2006,28614,6430.0,0,2,0,0,0,31750.0
4359843,2006,28614,6430.0,0,2,0,0,0,31750.0
4359854,2002,495,6524.0,0,18,0,0,0,31750.0
4359856,2004,35936,6142.0,0,10,0,0,0,31750.0
4359865,1998,35942,8069.0,0,43,0,0,0,31750.0
4359868,1994,5358,17190.0,0,38,0,0,0,31750.0
4359869,1998,495,9656.0,0,19,0,0,0,31750.0
4359881,1994,435,17074.0,0,3,0,0,0,31750.0
4359882,2001,28618,0.0,0,7,0,0,0,58750.0
4359895,1998,586,6989.0,1,7,0,0,0,31750.0
4359896,1996,383,11823.0,0,32,0,0,0,31750.0
4359897,1996,23737,12887.0,0,5,0,0,0,31750.0
4359922,2001,28638,13789.0,0,1,0,0,0,31750.0
4359942,1991,28667,6862.0,3,2,0,0,0,31750.0
4359998,2007,24407,3913.0,2,2,4,0,0,31750.0
4360058,1999,5273,3482.0,1,2,4,0,0,31750.0
4360065,2000,5273,2719.0,1,17,4,0,0,31750.0
4360066,2001,5273,5035.0,1,13,4,0,0,31750.0
4360067,1997,222,3975.0,1,21,4,0,0,31750.0
4360068,1999,5273,3482.0,1,2,4,0,0,31750.0
4360175,2006,23601,4492.0,2,2,4,0,0,31750.0
4360193,2003,248,8431.0,2,2,4,0,0,31750.0
4360382,1000,390,0.0,4,2,0,0,0,32750.0
4360383,1000,390,0.0,4,2,0,0,0,32750.0
4360494,2001,515,5351.0,4,2,0,0,0,31750.0
4360542,2000,658,2049.0,1,21,4,1,0,31750.0
4360544,2000,9133,4587.0,1,7,4,1,0,31750.0
